n_number,mode_s_hex,model_code,model_name,manufacturer,owner_name,owner_city,owner_state,match_reasons,confidence,type_aircraft,type_engine,status_code
1219U,A05B0F,2072418,Unknown,Unknown,SOUTH BAY FLIGHT TRAINING CENTER,CAROLINA,PR,Owner name keyword,low,4,8,V
121AT,A0577B,2076810,Unknown,Unknown,JEA MEDIA LUNA SURFACE LP,BEARDEN,AR,Owner name keyword,low,5,5,V
121DW,A057C9,1520209,Unknown,Unknown,FLIGHT WORLD INC,SAN JUAN,PR,Owner name keyword,low,5,1,V
121EA,A057CE,06001B1,Unknown,Unknown,G-FLIGHTS AVIATION LLC,LAKELAND,FL,Owner name keyword,low,4,8,V
121MF,A05882,4226568,Unknown,Unknown,MERCY FLIGHTS INC,MEDFORD,OR,Owner name keyword,low,5,2,V
121NC,A05898,8143008,S-76C,SIKORSKY,VMRFALCON50 LLC,EVANS,GA,Model: S-76C,medium,6,3,V
121NE,A0589A,06101C3,Unknown,Unknown,REGION 21 EMERGENCY MANAGEMENT AGENCY,SIDNEY,NE,Owner name keyword,low,6,10,V
121P,A058AE,7090553,Unknown,Unknown,LIFE FLIGHT NETWORK LLC,AURORA,OR,Owner name keyword,low,4,2,V
121RG,A058E7,1145005,AS350B3,AIRBUS HELICOPTERS INC,LONE STAR LAND & CATTLE CO,LIVINGSTON,MT,Model: AS350B3,medium,6,3,V
1224E,A05E09,06102HA,Unknown,Unknown,LEIGH AEROSYSTEMS CORP,VISTA,CA,Owner name keyword,low,H,7,V
1225D,A05E2B,330050A,Unknown,Unknown,MEDIC CHOPPERS LLC,SPRINGDALE,AR,Owner name keyword,low,6,1,V
1229A,A05EB4,1385148,Unknown,Unknown,ANDROMEDA LEASING I LLC,PURCHASE,NY,Owner name keyword,low,5,5,V
122AH,A05B28,1145005,AS350B3,AIRBUS HELICOPTERS INC,NORTON BASIN SERVICES,NOME,AK,Model: AS350B3,medium,6,3,V
122DE,A05B70,06102D3,Unknown,Unknown,TOP FLIGHT AG LLC,TRAER,IA,Owner name keyword,low,6,10,V
122PA,A05C66,2076616,Unknown,Unknown,PAFFORD MEDICAL BILLING SERVICES INC,HOPE,AR,Owner name keyword,low,5,5,V
1238G,A0624E,06102D3,Unknown,Unknown,MAVERICK DRONE SYSTEMS LLC,SAVAGE,MN,Owner name keyword,low,6,10,V
123AA,A05ED8,2990106,Unknown,Unknown,DIVINE LIFE,HOUSTON,TX,Owner name keyword,low,5,8,V
123EW,A05F50,3800341,STANDARD LIBELLE,GLASFLUGEL,MADIGAN GREGORY J,FORT MONTGOMERY,NY,Model: STANDARD LIBELLE,medium,1,0,V
123RB,A06050,056317J,Unknown,Unknown,PREFLIGHT PPG LLC,LAND O LAKES,FL,Owner name keyword,low,4,8,V
123TJ,A06089,7104402,Unknown,Unknown,CLOVER MANAGEMENT SYSTEMS INC,SANFORD,FL,Owner name keyword,low,5,1,V
1240W,A064FB,8680986,Unknown,Unknown,EUROTEC VERTICAL FLIGHT SOLUTIONS LLC,EUDORA,KS,Owner name keyword,low,6,3,V
124AE,A06293,1182108,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
124EH,A062FA,5626006,BO-105S,MESSERSCHMITT-BOELKOW-BLOHM,ROCKISLANDHELICOPTERS LLC,CHEYENNE,WY,Model: BO-105S,medium,6,3,V
124GA,A06325,1152922,Unknown,Unknown,DRISCOLL HEALTH CARE SERVICES,CORPUS CHRISTI,TX,Owner name keyword,low,5,2,V
124JR,A06366,2072418,Unknown,Unknown,FLIGHT WORLD INC,SAN JUAN,PR,Owner name keyword,low,4,8,V
124R,A06405,7090553,Unknown,Unknown,CUTTER FLIGHT MANAGEMENT INC,ALBUQUERQUE,NM,Owner name keyword,low,4,2,V
124UV,A06464,7090550,Unknown,Unknown,GUARDIAN FLIGHT LLC,LEWISVILLE,TX,Owner name keyword,low,4,2,V
12531,A06920,2072418,Unknown,Unknown,GUARDIAN FLIGHT LLC,SOUTH JORDAN,UT,Owner name keyword,low,4,8,V
12541,A06943,2072418,Unknown,Unknown,HIGH FLIGHT ACADEMY LLC,ALLISON PARK,PA,Owner name keyword,low,4,8,V
12552,A06967,3260212,Unknown,Unknown,CORPORATE FLIGHT MANAGEMENT INC,SMYRNA,TN,Owner name keyword,low,5,5,V
1255W,A06961,06102D3,Unknown,Unknown,NORTHERN NEVADA PUBLIC HEALTH,RENO,NV,Owner name keyword,low,6,10,V
125AP,A06653,1145005,AS350B3,AIRBUS HELICOPTERS INC,AUSTIN POLICE DEPT,PFLUGERVILLE,TX,Model: AS350B3,medium,6,3,V
125CL,A06682,1145005,AS350B3,AIRBUS HELICOPTERS INC,HILLSBORO AVIATION INC,HILLSBORO,OR,Model: AS350B3,medium,6,3,V
125DA,A06691,1145005,AS350B3,AIRBUS HELICOPTERS INC,METRO AVIATION LA LLC,CALABASAS,CA,Model: AS350B3,medium,6,3,V
125EA,A066AA,2076603,Unknown,Unknown,FLIGHT ASSET MANAGEMENT INC,DALLAS,TX,Owner name keyword,low,5,5,V
125HD,A066F8,1145102,AS350B2,AIRBUS HELICOPTERS INC,US HELICOPTERS INC,MARSHVILLE,NC,Model: AS350B2,medium,6,3,V
125MM,A06764,7630517,Unknown,Unknown,MEDLOGIX TRANSPORT SERVICES INC,CORAL GABLES,FL,Owner name keyword,low,5,2,V
125PZ,A067A2,7090551,Unknown,Unknown,STRAIGHT FLIGHT NEVADA COMMERCIAL LEASING LLC,SPARKS,NV,Owner name keyword,low,4,2,V
125Q,A067A3,5170805,Unknown,Unknown,MED AIR LLC,LAWRENCEVILLE,GA,Owner name keyword,low,5,5,V
12613,A06C93,2072418,Unknown,Unknown,NASHVILLE FLIGHT SCHOOL LLC,NASHVILLE,TN,Owner name keyword,low,4,8,V
1263,A06CBD,3800337,H 301 LIBELLE,GLASFLUGEL,BROWNING JOHN,BLAIRSTOWN,NJ,Model: H 301 LIBELLE,medium,1,0,V
12630,A06CD6,2072418,Unknown,Unknown,SKYWARRIOR FLIGHT TRAINING,PENSACOLA,FL,Owner name keyword,low,4,8,V
1265H,A06D0B,7103406,Unknown,Unknown,KINGSKY FLIGHT ACADEMY LLC,LAKELAND,FL,Owner name keyword,low,5,1,V
12661,A06D40,2072418,Unknown,Unknown,JB AVIATION FLIGHT SCHOOL INC,WONDER LAKE,IL,Owner name keyword,low,4,8,V
1266M,A06D32,2075721,Unknown,Unknown,BETA FLIGHT LLC,QUEEN CREEK,AZ,Owner name keyword,low,5,1,V
126BH,A06A1D,1145004,AS350B3,AMERICAN EUROCOPTER CORP,BHI HOLDINGS #2 LLC,ONTARIO,OR,Model: AS350B3,medium,6,3,V
126DC,A06A4A,0260131,A109N,AGUSTA,INTERNATIONAL AIR SERVICES INC TRUSTEE,CARSON CITY,NV,Model: A109N,medium,6,3,V
126JJ,A06ACD,0260101,A109E,AGUSTA SPA,FCI AERONAUTICS LLC,MARBLE FALLS,TX,Model: A109E,medium,6,3,V
126PJ,A06B4A,1145004,AS350B3,AMERICAN EUROCOPTER CORP,HELIBRO LLC,RED BLUFF,CA,Model: AS350B3,medium,6,3,V
126SR,A06B9C,4470503,Unknown,Unknown,DOWN EAST EMERGENCY MEDICINE INSTITUTE,ORONO,ME,Owner name keyword,low,6,3,V
126TS,A06BB6,7090553,Unknown,Unknown,LIFE FLIGHT NETWORK LLC,AURORA,OR,Owner name keyword,low,4,2,V
126V,A06BD7,05641WS,Unknown,Unknown,MAGNIFLIGHT LLC,PENSACOLA,FL,Owner name keyword,low,9,1,V
1275,A070BA,3800337,H 301 LIBELLE,GLASFLUGEL,MARTIN WILLIAM F,SAN ANTONIO,TX,Model: H 301 LIBELLE,medium,1,0,V
127BH,A06DD4,1145004,AS350B3,AMERICAN EUROCOPTER CORP,BHI HOLDINGS #3 LLC,ONTARIO,OR,Model: AS350B3,medium,6,3,V
12817,A07405,05628MW,Unknown,Unknown,MUSEUM OF FLIGHT FOUNDATION,SEATTLE,WA,Owner name keyword,low,4,8,V
12834,A07448,2072418,Unknown,Unknown,HIGH FLIGHT ACADEMY LLC,ALLISON PARK,PA,Owner name keyword,low,4,8,V
12875,A074D5,2072418,Unknown,Unknown,CAREER FLIGHT TRAINING AND AIRCRAFT RENTAL LLC,NAPLES,FL,Owner name keyword,low,4,8,V
128MA,A0727E,2072418,Unknown,Unknown,FCA FLIGHT CENTER INC,FITCHBURG,MA,Owner name keyword,low,4,8,V
128TM,A0731F,05642HU,Unknown,Unknown,FUN FLIGHT AVIATION LLC,DE SOTO,MO,Owner name keyword,low,9,1,V
128WW,A07373,0390307,Unknown,Unknown,SPEARS AERIAL CROP CARE LLC,MAMOU,LA,Owner name keyword,low,4,2,V
128Y,A07390,9000001,Unknown,Unknown,GORGE FLIGHT LLC,WHITE SALMON,WA,Owner name keyword,low,6,1,V
12902,A07794,2072418,Unknown,Unknown,TOTAL FLIGHT AIRCRAFT LEASING LLC,APEX,NC,Owner name keyword,low,4,8,V
129AL,A0752C,0260502,A109K2,AGUSTA S P A,NIIHAU HELICOPTERS INC,MAKAWELI,HI,Model: A109K2,medium,6,3,V
129AR,A07531,0260101,A109E,AGUSTA SPA,AIR METHODS LLC,GREENWOOD VILLAGE,CO,Model: A109E,medium,6,3,V
129NB,A0764F,1145005,AS350B3,AIRBUS HELICOPTERS INC,ALTA AIR 2 LLC,SANDY,UT,Model: AS350B3,medium,6,3,V
129TN,A076D7,7150004,Unknown,Unknown,GUARDIAN FLIGHT LLC,LEWISVILLE,TX,Owner name keyword,low,5,2,V
129TX,A076E0,0564310,Unknown,Unknown,VORTEX CONTROL SYSTEMS INC,RICHARDSON,TX,Owner name keyword,low,4,4,V
12AE,A0515E,1182107,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
12MK,A05276,2076016,Unknown,Unknown,INDUS HEALTH INC,SANTA CLARA,CA,Owner name keyword,low,5,1,V
12ML,A05277,3260390,Unknown,Unknown,JFW FLIGHT SERVICES LLC,MIAMI BEACH,FL,Owner name keyword,low,5,5,V
12NG,A0528C,1152920,Unknown,Unknown,NORTHROP GRUMMAN SYSTEMS CORP,EL SEGUNDO,CA,Owner name keyword,low,5,2,V
12NN,A05292,1145000,AS350B2,AMERICAN EUROCOPTER LLC,AVIATION TRUST COMPANY LLC TRUSTEE,OKLAHOMA CITY,OK,Model: AS350B2,medium,6,3,V
12RJ,A052D9,2076016,Unknown,Unknown,DESERT AIR AMBULANCE INC,BLYTHE,CA,Owner name keyword,low,5,1,V
12RU,A052E3,3800341,STANDARD LIBELLE,GLASFLUGEL,ALBUQUERQUE SOARING CLUB,ALBUQUERQUE,NM,Model: STANDARD LIBELLE,medium,1,0,V
12SJ,A052F2,060003A,Unknown,Unknown,IGNITE FLIGHT LLC,KILL DEVIL HILLS,NC,Owner name keyword,low,7,8,V
12YJ,A05388,1145000,AS350B2,AMERICAN EUROCOPTER LLC,TINY BUBBLES AVIATION INC,PACOIMA,CA,Model: AS350B2,medium,6,3,V
1302T,A07DE1,1145302,Unknown,Unknown,TEMSCO HELICOPTERS INC,KETCHIKAN,AK,Owner name keyword,low,6,3,V
1303T,A07E04,1145302,Unknown,Unknown,TEMSCO HELICOPTERS INC,KETCHIKAN,AK,Owner name keyword,low,6,3,V
13065,A07E79,2072418,Unknown,Unknown,PACIFIC FLIGHT ACADEMY LLC,HONOLULU,HI,Owner name keyword,low,4,8,V
13093,A07EE0,2072418,Unknown,Unknown,MULTIFLIGHT II INC,LAKEVILLE,MN,Owner name keyword,low,4,8,V
13096,A07EE3,2072418,Unknown,Unknown,FLIGHTS COOL LLC,LA CONNER,WA,Owner name keyword,low,4,8,V
130AD,A07B35,8680989,Unknown,Unknown,EUROTEC VERTICAL FLIGHT SOLUTIONS LLC,EUDORA,KS,Owner name keyword,low,6,3,V
130AE,A07B36,1182107,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
130AR,A07B41,5262512,EC130Q,LOCKHEED,NATIONAL SCIENCE FOUNDATION,ALEXANDRIA,VA,Model: EC130Q,medium,5,2,V
130BU,A07B5D,8680989,Unknown,Unknown,OHIO MEDICAL TRANSPORTATION INC,COLUMBUS,OH,Owner name keyword,low,6,3,V
130CL,A07B6E,8680989,Unknown,Unknown,OHIO MEDICAL TRANSPORTATION INC,COLUMBUS,OH,Owner name keyword,low,6,3,V
130FF,A07BB4,06102GN,Unknown,Unknown,FREEDOM FLIGHT WORKS,SAN DIEGO,CA,Owner name keyword,low,8,1,V
130GL,A07BD2,3800337,H 301 LIBELLE,GLASFLUGEL,DZIEDZIC JAN B,PLAINFIELD,IL,Model: H 301 LIBELLE,medium,1,0,V
130HB,A07BE2,8680989,Unknown,Unknown,OHIO MEDICAL TRANSPORTATION INC,COLUMBUS,OH,Owner name keyword,low,6,3,V
130JV,A07C0D,8680989,Unknown,Unknown,OHIO MEDICAL TRANSPORTATION INC,COLUMBUS,OH,Owner name keyword,low,6,3,V
130KH,A07C1A,8680989,Unknown,Unknown,OHIO MEDICAL TRANSPORTATION INC,COLUMBUS,OH,Owner name keyword,low,6,3,V
130MU,A07C57,8680989,Unknown,Unknown,OHIO MEDICAL TRANSPORTATION INC,COLUMBUS,OH,Owner name keyword,low,6,3,V
130NW,A07C72,8680989,Unknown,Unknown,OHIO MEDICAL TRANSPORTATION INC,COLUMBUS,OH,Owner name keyword,low,6,3,V
130PV,A07C8A,056200T,FLIGHTSTAR-IISC,FLIGHTSTAR INC,NEW MEXICO STATE UNIVERSITY,LAS CRUCES,NM,Model: FLIGHTSTAR-IISC,medium,4,8,V
1311G,A0816A,2074242,Unknown,Unknown,GRANITE MOUNTAIN FLIGHT TRAINING LLC,PRESCOTT,AZ,Owner name keyword,low,5,1,V
13185,A08276,2072418,Unknown,Unknown,GOOD FLIGHT LLC,COLCHESTER,CT,Owner name keyword,low,4,8,V
131AE,A07EED,5626006,BO-105S,MESSERSCHMITT-BOELKOW-BLOHM,BEEF AVIATION LLC,BRADENTON,FL,Model: BO-105S,medium,6,3,V
131CG,A07F21,5262512,EC130Q,LOCKHEED,CSC DELAWARE TRUST CO TRUSTEE,WILMINGTON,DE,Model: EC130Q,medium,5,2,V
131GL,A07F89,1370490,Unknown,Unknown,4 ONE 2 CARES,WAYLAND,MI,Owner name keyword,low,2,0,V
131HN,A07FA4,1145009,Unknown,Unknown,HEALTHNET AEROMEDICAL SERVICES INC,CHARLESTON,WV,Owner name keyword,low,6,3,V
131PJ,A08036,7103103,Unknown,Unknown,CROSSWINDS FLIGHT CENTER INC,DRUMS,PA,Owner name keyword,low,5,1,V
1321A,A0851B,1385148,Unknown,Unknown,ANDROMEDA LEASING I LLC,PURCHASE,NY,Owner name keyword,low,5,5,V
132AE,A082A4,1182107,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
132AS,A082B0,7090553,Unknown,Unknown,FLIGHT LEVEL SERVICES LLC,DANVILLE,KY,Owner name keyword,low,4,2,V
132HN,A0835B,5620030,Unknown,Unknown,HEALTHNET AEROMEDICAL SERVICES INC,CHARLESTON,WV,Owner name keyword,low,6,3,V
132TJ,A08451,6460300,Unknown,Unknown,VERTOL SYSTEMS COMPANY INC,DESTIN,FL,Owner name keyword,low,4,2,V
132TV,A0845C,8680801,AS-350B ECUREUIL,S N I A S,U S HELICOPTERS INC,MARSHVILLE,NC,Model: AS-350B ECUREUIL,medium,6,3,V
13337,A08937,2072418,Unknown,Unknown,HIGH FLIGHT ACADEMY LLC,ALLISON PARK,PA,Owner name keyword,low,4,8,V
13347,A0895A,1382402,Unknown,Unknown,MUSEUM OF FLIGHT FOUNDATION,SEATTLE,WA,Owner name keyword,low,5,1,V
1335E,A08962,06102HA,Unknown,Unknown,LEIGH AEROSYSTEMS CORP,VISTA,CA,Owner name keyword,low,H,7,V
1335P,A0896B,7102302,Unknown,Unknown,RIGGIN FLIGHT SERVICE INC,MADISON,SD,Owner name keyword,low,5,1,V
13365,A0899E,2072418,Unknown,Unknown,PACIFIC FLIGHT ACADEMY LLC,HONOLULU,HI,Owner name keyword,low,4,8,V
13391,A08A03,2072418,Unknown,Unknown,BRAZOS VALLEY FLIGHT SERVICES LLC,COLLEGE STATION,TX,Owner name keyword,low,4,8,V
133AE,A0865B,1182107,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
133CS,A08699,061018O,Unknown,Unknown,EVERT 39 UNMANNED SYSTEMS INC,RICHFIELD,OH,Owner name keyword,low,6,10,V
133EH,A086C2,5626026,BO105 CBS4,MBB,RED BULL NORTH AMERICA INC,CAMARILLO,CA,Model: BO105 CBS4,medium,6,3,V
133S,A087E6,3260390,Unknown,Unknown,TRANSMEDICS INC,BELGRADE,MT,Owner name keyword,low,5,5,V
13469,A08D59,2072418,Unknown,Unknown,ANGELS OVER ATLANTA INC,FAYETTEVILLE,GA,Owner name keyword,low,4,8,V
134AE,A08A12,1182107,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
134FF,A08A90,06102GN,Unknown,Unknown,FREEDOM FLIGHT WORKS,SAN DIEGO,CA,Owner name keyword,low,8,1,V
134TV,A08BCA,1145000,AS350B2,AMERICAN EUROCOPTER LLC,NEXSTAR BROADCASTING INC,ALBUQUERQUE,NM,Model: AS350B2,medium,6,3,V
1355,A090CB,3800341,STANDARD LIBELLE,GLASFLUGEL,KNERR JOSHUA D,TEHACHAPI,CA,Model: STANDARD LIBELLE,medium,1,0,V
135BR,A08DED,5620027,Unknown,Unknown,EUROTEC VERTICAL FLIGHT SOLUTIONS LLC,EUDORA,KS,Owner name keyword,low,6,3,V
135BU,A08DF0,8680990,EC135P1,EUROCOPTER DEUTSCHLAND GMBH,METRO AVIATION INC,SHREVEPORT,LA,Model: EC135P1,medium,6,3,V
135CJ,A08DFF,5620032,EC135T2,EUROCOPTER DEUTSCHLAND GMBH,AIR METHODS LLC,GREENWOOD VILLAGE,CO,Model: EC135T2,medium,6,3,V
135CP,A08E04,5620031,Unknown,Unknown,MH HOSPITAL MANAGER LLC,ASHEVILLE,NC,Owner name keyword,low,6,3,V
135DH,A08E17,8680990,EC135P1,EUROCOPTER DEUTSCHLAND GMBH,METRO AVIATION INC,SHREVEPORT,LA,Model: EC135P1,medium,6,3,V
135EC,A08E2B,5620031,Unknown,Unknown,PITT COUNTY MEMORIAL HOSPITAL INCORPORATED,GREENVILLE,NC,Owner name keyword,low,6,3,V
135FF,A08E47,06102IA,Unknown,Unknown,FREEDOM FLIGHT WORKS INC,SAN DIEGO,CA,Owner name keyword,low,8,1,V
135HN,A08E80,1145009,Unknown,Unknown,HEALTHNET AEROMEDICAL SERVICES INC,CHARLESTON,WV,Owner name keyword,low,6,3,V
135LC,A08EC1,5620032,EC135T2,EUROCOPTER DEUTSCHLAND GMBH,AIR METHODS LLC,GREENWOOD VILLAGE,CO,Model: EC135T2,medium,6,3,V
135LL,A08EC9,5620030,Unknown,Unknown,MERCY HOSPITAL SPRINGFIELD,SPRINGFIELD,MO,Owner name keyword,low,6,3,V
135LX,A08ED4,5620030,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
135MH,A08EDF,5620026,EC135T1,EUROCOPTER DEUTSCHLAND GMBH,BAY LIFE SERVICES CORP,COLUMBIA,MD,Model: EC135T1; Owner name keyword,high,6,3,V
135N,A08EF0,8680990,EC135P1,EUROCOPTER DEUTSCHLAND GMBH,MH HOSPITAL MANAGER LLC,ASHEVILLE,NC,Model: EC135P1; Owner name keyword,high,6,3,V
135NP,A08EFE,5620026,EC135T1,EUROCOPTER DEUTSCHLAND GMBH,AIR METHODS LLC,GREENWOOD VILLAGE,CO,Model: EC135T1,medium,6,3,V
135SH,A08F5C,5170602,Unknown,Unknown,MED AIR LLC,WILMINGTON,DE,Owner name keyword,low,5,5,V
135TG,A08F74,5620032,EC135T2,EUROCOPTER DEUTSCHLAND GMBH,AIR METHODS LLC,GREENWOOD VILLAGE,CO,Model: EC135T2,medium,6,3,V
135UT,A08F98,5620030,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
135VV,A08FB3,5620030,Unknown,Unknown,MED TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
135WL,A08FC3,5620030,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
1366G,A094AC,05622VP,Unknown,Unknown,BLAZQUEZ ANGEL R,STERLING,IL,Owner name keyword,low,4,8,V
136FF,A091FE,06102IA,Unknown,Unknown,FREEDOM FLIGHT WORKS INC,SAN DIEGO,CA,Owner name keyword,low,8,1,V
136HN,A09237,5620030,Unknown,Unknown,HEALTHNET AEROMEDICAL SERVICES INC,CHARLESTON,WV,Owner name keyword,low,6,3,V
136MF,A09294,5620032,EC135T2,EUROCOPTER DEUTSCHLAND GMBH,AIR METHODS LLC,GREENWOOD VILLAGE,CO,Model: EC135T2,medium,6,3,V
136UT,A0934F,5620030,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
136VA,A09357,5620032,EC135T2,EUROCOPTER DEUTSCHLAND GMBH,AIR METHODS LLC,GREENWOOD VILLAGE,CO,Model: EC135T2,medium,6,3,V
13711,A097C7,3021302,Unknown,Unknown,MUSEUM OF FLIGHT FOUNDATION,SEATTLE,WA,Owner name keyword,low,5,1,V
13737,A09813,2072418,Unknown,Unknown,CROSSWINDS FLIGHT CENTER INC,DRUMS,PA,Owner name keyword,low,4,8,V
1377U,A09892,2072418,Unknown,Unknown,WIFA (WASHINGTON INTERNATIONAL FLIGHT ACADEMY) LLC,WILMINGTON,DE,Owner name keyword,low,4,8,V
1379U,A098D8,2072418,Unknown,Unknown,HIGH FLIGHT ACADEMY LLC,ALLISON PARK,PA,Owner name keyword,low,4,8,V
137AH,A0953A,1145005,AS350B3,AIRBUS HELICOPTERS INC,HELICOPTER SERVICES INC,SPRING,TX,Model: AS350B3,medium,6,3,V
137FF,A095B5,06102KV,Unknown,Unknown,FREEDOM FLIGHT WORKS INC,SAN DIEGO,CA,Owner name keyword,low,8,1,V
137MH,A0964D,8680990,EC135P1,EUROCOPTER DEUTSCHLAND GMBH,METRO AVIATION INC,SHREVEPORT,LA,Model: EC135P1,medium,6,3,V
13805,A09B5F,2072418,Unknown,Unknown,GATEWAY FLIGHT CENTER LLC,PORT LAVACA,TX,Owner name keyword,low,4,8,V
1389B,A09C7E,2072738,Unknown,Unknown,COLUMBIA SAFETY MEDICAL LLC,KENNEWICK,WA,Owner name keyword,low,4,2,V
138AE,A098EE,1182107,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
138D,A09934,3021458,Unknown,Unknown,MUSEUM OF FLIGHT FOUNDATION,SEATTLE,WA,Owner name keyword,low,5,1,V
138MH,A09A04,5620031,Unknown,Unknown,BAY LIFE SERVICES CORP,COLUMBIA,MD,Owner name keyword,low,6,3,V
138SR,A09A89,4470506,Unknown,Unknown,DOWN EAST EMERGENCY MEDICINE INSTITUTE,ORONO,ME,Owner name keyword,low,6,3,V
139,A09C9F,0260403,Unknown,Unknown,EUROTEC VERTICAL FLIGHT SOLUTIONS LLC,EUDORA,KS,Owner name keyword,low,6,3,V
1399A,A0A034,1385148,Unknown,Unknown,ANDROMEDA LEASING I LLC,PURCHASE,NY,Owner name keyword,low,5,5,V
139CS,A09CE3,7103124,Unknown,Unknown,CHEYENNE FLIGHT GROUP LLC,WALLINGFORD,CT,Owner name keyword,low,5,2,V
139HN,A09D5C,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,HEALTHNET AEROMEDICAL SERVICES INC,CHARLESTON,WV,Model: EC135 P3; Owner name keyword,high,6,3,V
139MH,A09DBB,5620032,EC135T2,EUROCOPTER DEUTSCHLAND GMBH,METRO AVIATION INC,SHREVEPORT,LA,Model: EC135T2,medium,6,3,V
13BQ,A07900,1880215,Unknown,Unknown,PERFECT FLIGHT LLC,ALBUQUERQUE,NM,Owner name keyword,low,2,0,V
13DZ,A0793B,060008A,Unknown,Unknown,PARAFLIGHT SOURCE LLC,PRAIRIEVILLE,LA,Owner name keyword,low,8,8,V
13GZ,A07986,7150004,Unknown,Unknown,GUARDIAN FLIGHT LLC,SOUTH JORDAN,UT,Owner name keyword,low,5,2,V
13MQ,A079FA,8143008,S-76C,SIKORSKY,ARROW AVIATION COMPANY LLC,BROUSSARD,LA,Model: S-76C,medium,6,3,V
13PW,A07A32,3800344,STD LIBELLE 201B,GLASFLUGEL,CRAWFORD DONALD R,ENUMCLAW,WA,Model: STD LIBELLE 201B,medium,1,0,V
13TZ,A07A99,5626006,BO-105S,MESSERSCHMITT-BOELKOW-BLOHM,AEROSPACE TRUST MANAGEMENT LLC TRUSTEE,WILMINGTON,DE,Model: BO-105S,medium,6,3,V
1409G,A0A64A,1152704,Unknown,Unknown,AIR CARE LEASING LLC,LAMAR,CO,Owner name keyword,low,5,1,V
140FF,A0A333,06102KV,Unknown,Unknown,FREEDOM FLIGHT WORKS INC,SAN DIEGO,CA,Owner name keyword,low,8,1,V
1417U,A0A9C7,2072418,Unknown,Unknown,OVERFLIGHT LLC,HARAHAN,LA,Owner name keyword,low,4,8,V
1418V,A0A9EB,2072418,Unknown,Unknown,BEVERLY FLIGHT CENTER LLC,WAKEFIELD,MA,Owner name keyword,low,4,8,V
141MH,A0A782,8143007,S-76B,SIKORSKY,CINEMA AIRCRAFT EXECUTIVE TRANSPORTATION LLC,LAS VEGAS,NV,Model: S-76B,medium,6,3,V
141NE,A0A798,5620025,MBB-BK117 D-3,AIRBUS HELICOPTERS DEUTSCHLAND,NEW ENGLAND LIFE FLIGHT INC,BEDFORD,MA,Model: MBB-BK117 D-3; Owner name keyword,high,6,3,V
141TH,A0A818,8680950,Unknown,Unknown,TEMSCO HELICOPTERS INC,KETCHIKAN,AK,Owner name keyword,low,6,3,V
1424U,A0AD15,2072418,Unknown,Unknown,CAVERN CITY FLIGHT SCHOOL LLC,CARLSBAD,NM,Owner name keyword,low,4,8,V
1427A,A0AD6C,1385148,Unknown,Unknown,ANDROMEDA LEASING I LLC,PURCHASE,NY,Owner name keyword,low,5,5,V
142FS,A0AAAC,05901LN,FLIGHTSTAR II,MOORE RICHARD H,MOORE RICHARD H,CONCORD,MA,Model: FLIGHTSTAR II,medium,4,7,V
142KJ,A0AB08,056251R,Unknown,Unknown,EMS KENNETH R,BILOXI,MS,Owner name keyword,low,4,7,V
142NE,A0AB4F,5620025,MBB-BK117 D-3,AIRBUS HELICOPTERS DEUTSCHLAND,NEW ENGLAND LIFE FLIGHT INC DBA,BEDFORD,MA,Model: MBB-BK117 D-3; Owner name keyword,high,6,3,V
142S,A0ABAE,1152740,Unknown,Unknown,MED CARE INC,GRAND ISLAND,NE,Owner name keyword,low,5,1,V
1439A,A0B169,1385209,Unknown,Unknown,ANDROMEDA LEASING I LLC,PURCHASE,NY,Owner name keyword,low,5,5,V
143NE,A0AF06,5620034,Unknown,Unknown,NEW ENGLAND LIFE FLIGHT INC DBA,BEDFORD,MA,Owner name keyword,low,6,3,V
143TH,A0AF86,8680951,Unknown,Unknown,TEMSCO HELICOPTERS INC,KETCHIKAN,AK,Owner name keyword,low,6,3,V
1447E,A0B4DE,06102HA,Unknown,Unknown,LEIGH AEROSYSTEMS CORP,VISTA,CA,Owner name keyword,low,H,7,V
144AX,A0B1A2,7640122,Unknown,Unknown,ANGELONE INC,ELKHART,IN,Owner name keyword,low,6,1,V
144CH,A0B1C6,5626002,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
